Sale_ID,Brand,Region,Sales_Channel,Payment_Method,Date,Unit_Price,Warranty_Years,Software_Update
S0023794,Samsung Galaxy,Europe,Retail Store,UPI,04-06-2023,84000,3,5
S0023795,Xiaomi (India),Asia,Retail Store,UPI,22-07-2022,55000,2,3
S0023797,Apple iPhone,Europe,Retail Store,UPI,02-01-2022,33000,2,2
S0023800,Realme,Europe,Retail Store,UPI,08-02-2023,12000,1,0
S0023802,Samsung Galaxy,North America,Online,Credit Card,14-10-2022,70000,3,4
S0023803,Apple iPhone,Asia,Retail Store,UPI,22-03-2022,76000,3,5
S0023807,OnePlus Nord,Europe,Retail Store,Debit Card,10-02-2023,72000,3,5
S0023809,Realme,Europe,Retail Store,UPI,25-10-2023,24000,1,1
S0023812,Apple iPhone,Africa,Retail Store,UPI,24-04-2023,57000,2,4
S0023813,Samsung Galaxy,Europe,Online,Credit Card,25-07-2022,70000,3,4
S0023814,Apple iPhone,Europe,Retail Store,UPI,09-02-2022,86000,3,6
S0023817,Apple iPhone,Asia,Retail Store,UPI,09-12-2022,66000,3,4
S0023818,OnePlus Nord,Asia,Retail Store,UPI,15-09-2023,37000,2,2
S0023820,Apple iPhone,South America,Retail Store,UPI,09-05-2022,40000,2,2
S0023821,Samsung Galaxy,North America,Retail Store,UPI,21-08-2023,55000,2,3
S0023823,Xiaomi (India),Europe,Retail Store,UPI,09-09-2022,76000,3,5
S0023824,Realme,Europe,Retail Store,UPI,19-05-2022,37000,2,2
S0023825,Realme,Asia,Retail Store,UPI,17-12-2022,65000,3,4
S0023827,Realme,Asia,Online,Credit Card,20-01-2022,37000,2,2
S0023828,Xiaomi (India),Africa,Online,Credit Card,26-02-2023,37000,2,2
S0023830,Xiaomi (India),Europe,Online,Cash,01-06-2023,74000,3,5
S0023831,Realme,Europe,Retail Store,UPI,08-12-2023,24000,1,1
S0023832,Apple iPhone,Asia,Wholesale,Cash,21-09-2022,37000,2,2
S0023835,OnePlus Nord,North America,Retail Store,UPI,01-04-2023,60000,3,4
S0023837,Xiaomi (India),Africa,Online,UPI,08-08-2023,39000,2,2
S0023839,Realme,Europe,Wholesale,Debit Card,21-06-2022,64000,3,4
S0023841,Samsung Galaxy,Africa,Retail Store,UPI,27-01-2022,40000,2,2
S0023844,Xiaomi (India),Asia,Retail Store,UPI,15-05-2023,57000,2,4
S0023846,Apple iPhone,South America,Retail Store,UPI,08-03-2023,54000,2,3
S0023847,Xiaomi (India),South America,Retail Store,UPI,13-10-2023,86000,3,6
S0023849,Samsung Galaxy,Europe,Retail Store,UPI,30-01-2023,28000,1,2
S0023851,Xiaomi (India),Europe,Retail Store,UPI,05-02-2023,12000,1,0
S0023852,OnePlus Nord,Europe,Online,Credit Card,01-11-2023,39000,2,2
S0023853,Xiaomi (India),North America,Online,Credit Card,05-03-2022,76000,3,5
S0023855,Xiaomi (India),South America,Retail Store,UPI,10-12-2023,57000,2,4
S0023856,Samsung Galaxy,Europe,Retail Store,UPI,25-07-2023,66000,3,4
S0023857,Apple iPhone,North America,Online,Credit Card,11-11-2022,57000,2,4
S0023859,Apple iPhone,Africa,Retail Store,UPI,12-05-2022,72000,3,5
S0023860,Xiaomi (India),Asia,Retail Store,Cash,06-02-2023,42000,2,3
S0023861,Apple iPhone,Africa,Retail Store,UPI,27-06-2023,65000,3,4
S0023862,Apple iPhone,South America,Retail Store,Cash,10-01-2022,84000,3,5
S0023863,OnePlus Nord,Europe,Online,Net Banking,13-06-2022,20000,1,1
S0023864,Xiaomi (India),Asia,Retail Store,UPI,09-12-2022,76000,3,5
S0023865,Xiaomi (India),North America,Retail Store,UPI,18-08-2022,66000,3,4
S0023866,Xiaomi (India),South America,Online,Credit Card,06-03-2023,20000,1,1
S0023868,Xiaomi (India),Asia,Retail Store,UPI,23-03-2023,66000,3,4
S0023870,OnePlus Nord,South America,Retail Store,UPI,07-05-2022,60000,3,4
S0023872,OnePlus Nord,North America,Retail Store,UPI,09-09-2023,55000,2,3
S0023875,Samsung Galaxy,Asia,Online,Credit Card,11-09-2023,54000,2,3
S0023877,Realme,Asia,Retail Store,UPI,11-11-2022,42000,2,3
S0023880,Xiaomi (India),Africa,Wholesale,Credit Card,23-08-2022,84000,3,5
S0023881,Realme,Europe,Retail Store,UPI,26-12-2022,39000,2,2
S0023883,Realme,Asia,Retail Store,UPI,19-01-2023,11000,1,0
S0023884,Realme,South America,Online,Credit Card,24-05-2023,74000,3,5
S0023886,Xiaomi (India),Africa,Online,Credit Card,23-11-2022,37000,2,2
S0023887,OnePlus Nord,North America,Retail Store,Cash,06-12-2022,20000,1,1
S0023889,Apple iPhone,North America,Retail Store,UPI,14-11-2023,64000,3,4
S0023890,Realme,Africa,Retail Store,UPI,03-01-2023,57000,2,4
S0023891,Apple iPhone,South America,Retail Store,UPI,11-03-2023,70000,3,4
S0023892,Realme,Europe,Online,Debit Card,14-11-2023,24000,1,1
S0023895,OnePlus Nord,Europe,Online,Cash,03-02-2022,66000,3,4
S0023896,Apple iPhone,Europe,Online,Credit Card,10-11-2022,79000,3,5
S0023898,Realme,North America,Retail Store,UPI,28-05-2022,40000,2,2
S0023899,Apple iPhone,Africa,Retail Store,UPI,01-01-2023,79000,3,5
S0023900,OnePlus Nord,North America,Online,Credit Card,18-09-2023,72000,3,5
S0023901,OnePlus Nord,Africa,Retail Store,UPI,17-02-2023,32000,2,2
S0023902,Xiaomi (India),North America,Retail Store,UPI,17-04-2022,79000,3,5
S0023907,OnePlus Nord,South America,Retail Store,UPI,18-06-2022,42000,2,3
S0023908,Xiaomi (India),Asia,Retail Store,UPI,05-08-2022,66000,3,4
S0023909,Xiaomi (India),North America,Retail Store,UPI,11-11-2022,24000,1,1
S0023910,OnePlus Nord,South America,Retail Store,UPI,31-07-2022,57000,2,4
S0023912,Xiaomi (India),North America,Retail Store,UPI,01-11-2022,32000,2,2
S0023914,Realme,Asia,Online,Net Banking,22-06-2022,85000,3,5
S0023915,Xiaomi (India),North America,Retail Store,UPI,24-07-2023,20000,1,1
S0023918,Apple iPhone,South America,Retail Store,UPI,18-07-2023,76000,3,5
S0023921,Samsung Galaxy,North America,Online,Credit Card,21-10-2022,79000,3,5
S0023924,Realme,South America,Wholesale,UPI,27-01-2022,66000,3,4
S0023926,OnePlus Nord,Africa,Retail Store,UPI,26-01-2022,40000,2,2
S0023927,OnePlus Nord,Africa,Online,Credit Card,29-01-2022,40000,2,2
S0023928,Xiaomi (India),Africa,Retail Store,UPI,22-12-2023,86000,3,6
S0023929,OnePlus Nord,Europe,Retail Store,UPI,28-12-2023,39000,2,2
S0023930,OnePlus Nord,Asia,Retail Store,Cash,12-12-2022,32000,2,2
S0023931,Xiaomi (India),South America,Online,UPI,29-07-2023,11000,1,0
S0023933,Apple iPhone,Asia,Online,Credit Card,26-10-2023,84000,3,5
S0023936,Xiaomi (India),Europe,Retail Store,UPI,12-08-2023,32000,2,2
S0023942,Realme,North America,Retail Store,UPI,21-09-2022,79000,3,5
S0023943,Xiaomi (India),South America,Retail Store,UPI,26-09-2023,27000,1,2
S0023945,Apple iPhone,Europe,Retail Store,UPI,22-03-2023,76000,3,5
S0023946,Xiaomi (India),Africa,Retail Store,Net Banking,31-03-2023,79000,3,5
S0023947,OnePlus Nord,Asia,Online,Credit Card,08-12-2023,70000,3,4
S0023949,Realme,Africa,Wholesale,UPI,26-12-2022,27000,1,2
S0023950,Samsung Galaxy,North America,Retail Store,UPI,15-06-2023,42000,2,3
S0023953,Realme,North America,Retail Store,UPI,25-08-2023,86000,3,6
S0023956,Realme,North America,Retail Store,UPI,11-11-2023,43000,2,3
S0023958,Realme,Asia,Retail Store,UPI,02-05-2022,57000,2,4
S0023959,Apple iPhone,Africa,Online,Credit Card,02-02-2022,24000,1,1
S0023962,Samsung Galaxy,Europe,Retail Store,UPI,30-12-2022,40000,2,2
S0023963,Samsung Galaxy,North America,Online,Credit Card,26-08-2022,37000,2,2
S0023972,Apple iPhone,South America,Retail Store,Credit Card,24-03-2023,65000,3,4
S0023973,Xiaomi (India),South America,Retail Store,UPI,03-02-2022,57000,2,4
S0023974,Apple iPhone,South America,Retail Store,UPI,24-07-2023,20000,1,1
S0023975,OnePlus Nord,North America,Retail Store,UPI,14-02-2022,39000,2,2
S0023976,Samsung Galaxy,North America,Retail Store,UPI,11-12-2022,74000,3,5
S0023977,OnePlus Nord,North America,Retail Store,UPI,21-07-2023,24000,1,1
S0023979,OnePlus Nord,Europe,Online,Credit Card,01-09-2022,42000,2,3
S0023980,Apple iPhone,South America,Retail Store,UPI,10-06-2022,74000,3,5
S0023981,Realme,Europe,Retail Store,UPI,03-09-2023,20000,1,1
S0023982,Samsung Galaxy,Asia,Retail Store,UPI,03-12-2023,65000,3,4
S0023985,Xiaomi (India),North America,Online,Credit Card,18-11-2022,39000,2,2
S0023987,Apple iPhone,Africa,Wholesale,Cash,20-05-2023,84000,3,5
S0023988,OnePlus Nord,South America,Wholesale,Net Banking,24-03-2023,72000,3,5
S0023989,Realme,Asia,Retail Store,UPI,08-06-2023,42000,2,3
S0023990,Samsung Galaxy,North America,Retail Store,UPI,19-01-2023,29000,1,2
S0023992,Apple iPhone,South America,Retail Store,Debit Card,06-09-2023,54000,2,3
S0023993,Xiaomi (India),South America,Retail Store,UPI,03-08-2023,85000,3,5
S0023995,Realme,South America,Online,Credit Card,26-08-2022,32000,2,2
S0023996,Realme,Asia,Online,Credit Card,23-11-2023,33000,2,2
S0023999,Samsung Galaxy,Asia,Retail Store,UPI,22-11-2023,24000,1,1
S0024001,Xiaomi (India),Africa,Retail Store,UPI,30-08-2023,57000,2,4
S0024004,Apple iPhone,Africa,Online,Credit Card,02-06-2023,86000,3,6
S0024007,Xiaomi (India),South America,Retail Store,UPI,24-03-2023,43000,2,3
S0024008,Samsung Galaxy,Europe,Retail Store,UPI,16-04-2023,74000,3,5
S0024009,OnePlus Nord,Africa,Retail Store,Credit Card,03-03-2023,28000,1,2
S0024010,Xiaomi (India),Europe,Retail Store,UPI,30-12-2022,84000,3,5
S0024014,Xiaomi (India),Europe,Retail Store,UPI,05-07-2022,84000,3,5
S0024015,OnePlus Nord,Europe,Retail Store,UPI,27-06-2023,28000,1,2
S0024016,Realme,South America,Retail Store,Debit Card,20-04-2023,60000,3,4
S0024017,OnePlus Nord,Africa,Online,Credit Card,09-01-2022,28000,1,2
S0024020,OnePlus Nord,North America,Retail Store,UPI,20-03-2023,39000,2,2
S0024023,Realme,South America,Online,UPI,29-04-2023,24000,1,1
S0024024,Xiaomi (India),Europe,Retail Store,UPI,25-09-2023,48000,2,3
S0024025,Realme,South America,Wholesale,Debit Card,03-08-2023,39000,2,2
S0024026,Apple iPhone,Africa,Retail Store,Debit Card,12-09-2023,85000,3,5
S0024027,OnePlus Nord,South America,Retail Store,UPI,30-10-2022,76000,3,5
S0024028,Realme,Africa,Online,Credit Card,25-03-2022,74000,3,5
S0024029,Apple iPhone,North America,Retail Store,UPI,05-06-2023,37000,2,2
S0024031,OnePlus Nord,South America,Online,Credit Card,28-12-2022,66000,3,4
S0024032,Xiaomi (India),Europe,Retail Store,Cash,29-01-2022,28000,1,2
S0024033,Apple iPhone,South America,Retail Store,UPI,23-12-2023,76000,3,5
S0024034,Samsung Galaxy,Africa,Wholesale,Debit Card,11-11-2022,20000,1,1
S0024035,Apple iPhone,Europe,Retail Store,UPI,20-11-2022,86000,3,6
S0024036,Xiaomi (India),North America,Retail Store,UPI,08-12-2022,65000,3,4
S0024037,Realme,North America,Wholesale,UPI,28-12-2023,32000,2,2
S0024038,OnePlus Nord,Asia,Online,Credit Card,08-12-2022,12000,1,0
S0024039,Xiaomi (India),South America,Online,Credit Card,04-01-2022,27000,1,2
S0024040,OnePlus Nord,Europe,Retail Store,UPI,13-07-2023,33000,2,2
S0024042,Samsung Galaxy,South America,Retail Store,UPI,13-02-2022,29000,1,2
S0024043,Samsung Galaxy,Europe,Wholesale,Credit Card,10-05-2022,86000,3,6
S0024053,Apple iPhone,Africa,Online,Credit Card,23-09-2022,65000,3,4
S0024057,Realme,Europe,Retail Store,UPI,19-01-2023,64000,3,4
S0024060,Samsung Galaxy,Africa,Retail Store,UPI,20-06-2023,48000,2,3
S0024062,Xiaomi (India),Europe,Retail Store,UPI,12-06-2023,70000,3,4
S0024064,Realme,Africa,Retail Store,UPI,25-05-2023,85000,3,5
S0024067,Xiaomi (India),South America,Wholesale,UPI,22-05-2022,42000,2,3
S0024068,Realme,Africa,Retail Store,UPI,10-02-2022,32000,2,2
S0024069,Samsung Galaxy,Europe,Retail Store,UPI,11-10-2023,24000,1,1
S0024070,OnePlus Nord,North America,Wholesale,Net Banking,13-05-2023,28000,1,2
S0024071,OnePlus Nord,Africa,Online,Credit Card,28-07-2022,85000,3,5
S0024072,OnePlus Nord,Africa,Retail Store,UPI,14-12-2023,79000,3,5
S0024074,OnePlus Nord,South America,Retail Store,UPI,01-04-2022,33000,2,2
S0024075,Samsung Galaxy,Asia,Retail Store,UPI,12-08-2023,42000,2,3
S0024078,Samsung Galaxy,Asia,Online,Net Banking,18-05-2023,40000,2,2
S0024079,Samsung Galaxy,Africa,Retail Store,UPI,28-06-2022,42000,2,3
S0024080,Samsung Galaxy,Europe,Online,Cash,27-03-2022,79000,3,5
S0024081,Apple iPhone,Asia,Online,Credit Card,10-11-2022,24000,1,1
S0024084,Xiaomi (India),South America,Retail Store,UPI,21-01-2022,42000,2,3
S0024085,Realme,Asia,Retail Store,UPI,08-11-2023,27000,1,2
S0024086,Xiaomi (India),Asia,Retail Store,UPI,09-12-2022,48000,2,3
S0024087,Apple iPhone,Asia,Online,Credit Card,05-06-2023,32000,2,2
S0024088,OnePlus Nord,Europe,Retail Store,UPI,07-07-2022,86000,3,6
S0024089,Apple iPhone,Europe,Retail Store,UPI,17-07-2023,64000,3,4
S0024090,Apple iPhone,Africa,Online,Cash,01-01-2023,54000,2,3
S0024093,Apple iPhone,North America,Retail Store,UPI,26-02-2022,79000,3,5
S0024096,Xiaomi (India),South America,Retail Store,UPI,22-05-2022,11000,1,0
S0024097,Realme,North America,Online,Credit Card,30-05-2023,70000,3,4
S0024099,Samsung Galaxy,North America,Retail Store,UPI,10-09-2023,40000,2,2
S0024101,OnePlus Nord,Africa,Retail Store,UPI,05-09-2022,74000,3,5
S0024102,OnePlus Nord,South America,Retail Store,UPI,17-02-2023,72000,3,5
S0024104,Xiaomi (India),Europe,Retail Store,UPI,25-11-2022,84000,3,5
S0024105,Realme,Europe,Retail Store,UPI,30-04-2023,60000,3,4
S0024109,Samsung Galaxy,South America,Online,Debit Card,10-06-2023,11000,1,0
S0024111,Apple iPhone,Asia,Online,Credit Card,02-10-2022,79000,3,5
S0024112,Xiaomi (India),Africa,Wholesale,Net Banking,16-09-2023,79000,3,5
S0024113,Realme,Europe,Online,Credit Card,20-05-2023,54000,2,3
S0024114,Apple iPhone,Asia,Retail Store,UPI,23-02-2022,33000,2,2
S0024115,Samsung Galaxy,North America,Retail Store,UPI,16-05-2022,76000,3,5
S0024116,Xiaomi (India),Europe,Wholesale,Credit Card,26-08-2022,65000,3,4
S0024118,Samsung Galaxy,North America,Retail Store,UPI,04-02-2022,65000,3,4
S0024119,OnePlus Nord,Asia,Retail Store,UPI,04-11-2023,76000,3,5
S0024120,OnePlus Nord,Europe,Wholesale,Credit Card,02-09-2023,28000,1,2
S0024121,Samsung Galaxy,Europe,Online,Credit Card,15-12-2023,48000,2,3
S0024122,Samsung Galaxy,South America,Retail Store,Cash,03-11-2022,48000,2,3
S0024124,Samsung Galaxy,Europe,Retail Store,UPI,21-09-2023,66000,3,4
S0024125,Realme,Asia,Retail Store,UPI,27-12-2022,74000,3,5
S0024128,Realme,Africa,Online,Credit Card,29-09-2022,76000,3,5
S0024130,Apple iPhone,Asia,Retail Store,UPI,14-11-2022,39000,2,2
S0024132,Realme,Asia,Retail Store,UPI,05-03-2022,85000,3,5
S0024133,Samsung Galaxy,North America,Online,Credit Card,04-09-2023,48000,2,3
S0024136,OnePlus Nord,Europe,Online,Credit Card,12-10-2023,74000,3,5
S0024139,Apple iPhone,Africa,Online,Credit Card,03-09-2022,43000,2,3
S0024141,OnePlus Nord,South America,Retail Store,Cash,29-06-2023,84000,3,5
S0024142,Realme,South America,Retail Store,UPI,07-05-2022,29000,1,2
S0024143,Apple iPhone,Europe,Retail Store,UPI,06-12-2022,65000,3,4
S0024144,OnePlus Nord,South America,Retail Store,UPI,01-01-2023,84000,3,5
S0024145,Apple iPhone,South America,Online,Credit Card,09-07-2022,84000,3,5
S0024146,Apple iPhone,Asia,Retail Store,UPI,26-06-2023,11000,1,0
S0024147,Apple iPhone,South America,Retail Store,UPI,01-10-2022,28000,1,2
S0024148,Realme,North America,Retail Store,UPI,28-10-2023,64000,3,4
S0024149,Realme,Africa,Retail Store,UPI,05-03-2023,37000,2,2
S0024151,Apple iPhone,North America,Retail Store,UPI,18-11-2023,74000,3,5
S0024152,OnePlus Nord,Africa,Wholesale,UPI,27-11-2022,55000,2,3
S0024153,Xiaomi (India),Asia,Online,Credit Card,01-07-2023,64000,3,4
S0024154,Xiaomi (India),Europe,Retail Store,Net Banking,22-12-2023,55000,2,3
S0024156,Xiaomi (India),North America,Retail Store,UPI,11-11-2022,43000,2,3
S0024157,OnePlus Nord,Asia,Retail Store,UPI,13-07-2023,60000,3,4
S0024159,Realme,South America,Online,Credit Card,19-08-2023,72000,3,5
S0024160,Realme,Europe,Retail Store,UPI,15-08-2022,57000,2,4
S0024162,Apple iPhone,Africa,Retail Store,UPI,17-07-2022,66000,3,4
S0024163,Apple iPhone,Europe,Online,Credit Card,01-01-2023,85000,3,5
S0024164,Xiaomi (India),Asia,Online,Net Banking,06-07-2023,76000,3,5
S0024165,Samsung Galaxy,South America,Retail Store,UPI,15-09-2022,70000,3,4
S0024166,Realme,Africa,Retail Store,UPI,02-08-2023,12000,1,0
S0024170,Xiaomi (India),Europe,Online,Credit Card,06-10-2022,48000,2,3
S0024171,Samsung Galaxy,North America,Retail Store,UPI,17-10-2022,20000,1,1
S0024172,Apple iPhone,Asia,Retail Store,UPI,07-10-2022,84000,3,5
S0024173,Apple iPhone,South America,Retail Store,UPI,18-12-2022,33000,2,2
S0024176,Samsung Galaxy,Asia,Online,Credit Card,14-12-2023,76000,3,5
S0024177,Apple iPhone,Europe,Online,Credit Card,25-04-2023,27000,1,2
S0024182,OnePlus Nord,Africa,Online,Credit Card,29-12-2023,11000,1,0
S0024183,Samsung Galaxy,North America,Online,Debit Card,23-06-2022,57000,2,4
S0024184,OnePlus Nord,North America,Online,Credit Card,20-05-2023,40000,2,2
S0024186,Samsung Galaxy,Europe,Retail Store,UPI,12-06-2022,54000,2,3
S0024187,Apple iPhone,North America,Retail Store,UPI,09-11-2023,57000,2,4
S0024188,Apple iPhone,North America,Online,Credit Card,11-11-2022,20000,1,1
S0024190,Apple iPhone,Africa,Retail Store,UPI,16-08-2023,28000,1,2
S0024192,Apple iPhone,South America,Retail Store,UPI,27-11-2023,48000,2,3
S0024193,Realme,Africa,Online,Credit Card,11-06-2023,60000,3,4
S0024195,OnePlus Nord,North America,Retail Store,UPI,28-11-2022,79000,3,5
S0024196,Samsung Galaxy,North America,Retail Store,UPI,25-03-2022,79000,3,5
S0024197,Realme,Africa,Online,Credit Card,29-03-2022,43000,2,3
S0024198,Xiaomi (India),Africa,Retail Store,UPI,05-10-2023,84000,3,5
S0024200,Apple iPhone,North America,Retail Store,UPI,28-03-2022,28000,1,2
S0024202,Xiaomi (India),Europe,Online,Net Banking,06-05-2022,39000,2,2
S0024204,OnePlus Nord,Asia,Retail Store,UPI,13-08-2022,64000,3,4
S0024205,Realme,Asia,Online,Credit Card,21-10-2023,20000,1,1
S0024206,Apple iPhone,South America,Retail Store,UPI,07-11-2022,72000,3,5
S0024207,Samsung Galaxy,Europe,Retail Store,UPI,22-06-2022,70000,3,4
S0024208,Xiaomi (India),North America,Retail Store,UPI,24-04-2023,40000,2,2
S0024209,OnePlus Nord,South America,Retail Store,UPI,03-12-2022,54000,2,3
S0024212,Realme,Europe,Retail Store,UPI,18-08-2022,20000,1,1
S0024214,Samsung Galaxy,North America,Online,Credit Card,05-12-2022,66000,3,4
S0024215,Xiaomi (India),North America,Online,Net Banking,29-09-2023,55000,2,3
S0024216,OnePlus Nord,North America,Retail Store,UPI,12-12-2022,33000,2,2
S0024218,Realme,South America,Retail Store,Debit Card,29-11-2023,20000,1,1
S0024219,Realme,Asia,Retail Store,UPI,01-01-2023,65000,3,4
S0024220,Xiaomi (India),North America,Online,Credit Card,29-06-2023,55000,2,3
S0024224,Realme,Africa,Retail Store,UPI,24-05-2022,65000,3,4
S0024226,Apple iPhone,South America,Retail Store,UPI,30-06-2023,86000,3,6
S0024227,Realme,South America,Online,Debit Card,13-08-2023,12000,1,0
S0024228,OnePlus Nord,North America,Retail Store,UPI,28-03-2022,74000,3,5
S0024229,Realme,Europe,Online,Credit Card,11-11-2022,40000,2,2
S0024230,Xiaomi (India),South America,Retail Store,UPI,20-09-2023,66000,3,4
S0024231,OnePlus Nord,North America,Online,Credit Card,08-06-2023,57000,2,4
S0024232,Apple iPhone,South America,Retail Store,Net Banking,18-11-2022,37000,2,2
S0024233,Samsung Galaxy,North America,Retail Store,UPI,22-11-2022,37000,2,2
S0024234,Apple iPhone,South America,Retail Store,UPI,11-11-2023,24000,1,1
S0024235,OnePlus Nord,Asia,Retail Store,Net Banking,01-09-2023,27000,1,2
S0024238,OnePlus Nord,Africa,Online,Credit Card,26-04-2022,28000,1,2
S0024239,Xiaomi (India),Asia,Retail Store,UPI,05-09-2022,60000,3,4
S0024241,Apple iPhone,South America,Online,Debit Card,02-07-2023,11000,1,0
S0024242,Apple iPhone,Africa,Online,Credit Card,06-01-2023,27000,1,2
S0024243,Apple iPhone,Africa,Retail Store,Debit Card,16-12-2023,79000,3,5
S0024245,Realme,Asia,Retail Store,UPI,04-08-2022,65000,3,4
S0024247,Xiaomi (India),South America,Retail Store,UPI,12-07-2022,74000,3,5
S0024248,Realme,Africa,Online,Credit Card,08-12-2023,12000,1,0
S0024249,Xiaomi (India),Africa,Retail Store,UPI,08-12-2022,72000,3,5
S0024252,Samsung Galaxy,South America,Retail Store,UPI,11-02-2023,76000,3,5
S0024253,Apple iPhone,Europe,Retail Store,Cash,20-12-2023,84000,3,5
S0024255,Samsung Galaxy,South America,Retail Store,UPI,05-01-2022,79000,3,5
S0024256,Samsung Galaxy,North America,Retail Store,UPI,24-02-2022,33000,2,2
S0024259,Realme,North America,Retail Store,UPI,09-06-2022,12000,1,0
S0024261,Realme,Europe,Retail Store,Debit Card,23-09-2023,11000,1,0
S0024262,Realme,Africa,Retail Store,UPI,30-03-2023,76000,3,5
S0024263,Samsung Galaxy,South America,Retail Store,UPI,16-01-2022,32000,2,2
S0024266,Xiaomi (India),Africa,Wholesale,Net Banking,15-06-2022,28000,1,2
S0024267,Xiaomi (India),North America,Retail Store,UPI,10-11-2022,54000,2,3
S0024268,Realme,North America,Retail Store,UPI,15-09-2022,37000,2,2
S0024269,Xiaomi (India),Africa,Online,Credit Card,04-08-2023,60000,3,4
S0024270,Samsung Galaxy,Europe,Retail Store,UPI,29-12-2022,66000,3,4
S0024271,Apple iPhone,North America,Online,Credit Card,03-07-2023,43000,2,3
S0024272,OnePlus Nord,Africa,Online,Credit Card,24-01-2022,70000,3,4
S0024274,Xiaomi (India),South America,Retail Store,UPI,15-05-2023,66000,3,4
S0024276,Xiaomi (India),South America,Retail Store,UPI,22-09-2022,64000,3,4
S0024278,Xiaomi (India),North America,Retail Store,Debit Card,20-02-2023,11000,1,0
S0024279,Realme,Africa,Retail Store,UPI,10-06-2023,40000,2,2
S0024281,Xiaomi (India),South America,Retail Store,UPI,15-12-2023,11000,1,0
S0024282,OnePlus Nord,Europe,Retail Store,UPI,02-03-2022,48000,2,3
S0024285,Realme,Europe,Online,Credit Card,23-10-2022,33000,2,2
S0024287,Apple iPhone,South America,Online,Credit Card,12-08-2023,85000,3,5
S0024289,Samsung Galaxy,Africa,Online,Credit Card,18-08-2022,37000,2,2
S0024290,Samsung Galaxy,Asia,Retail Store,UPI,23-01-2022,54000,2,3
S0024291,Apple iPhone,Africa,Retail Store,UPI,03-11-2022,85000,3,5
S0024293,Samsung Galaxy,South America,Retail Store,UPI,09-03-2022,57000,2,4
S0024294,Samsung Galaxy,Europe,Retail Store,UPI,08-04-2023,86000,3,6
S0024295,OnePlus Nord,North America,Retail Store,UPI,13-02-2022,33000,2,2
S0024296,Xiaomi (India),Africa,Retail Store,UPI,03-11-2022,86000,3,6
S0024299,OnePlus Nord,South America,Retail Store,UPI,09-01-2023,42000,2,3
S0024300,OnePlus Nord,Africa,Wholesale,Credit Card,13-07-2023,11000,1,0
S0024302,OnePlus Nord,Africa,Retail Store,Credit Card,12-02-2023,79000,3,5
S0024303,Realme,Asia,Retail Store,UPI,18-04-2022,55000,2,3
S0024304,Samsung Galaxy,Africa,Retail Store,UPI,26-01-2022,55000,2,3
S0024306,Xiaomi (India),South America,Retail Store,UPI,20-11-2023,33000,2,2
S0024307,Apple iPhone,Europe,Retail Store,UPI,19-08-2023,54000,2,3
S0024309,Apple iPhone,North America,Wholesale,Debit Card,16-07-2023,70000,3,4
S0024311,Realme,North America,Online,Credit Card,27-01-2022,70000,3,4
S0024312,Realme,South America,Retail Store,UPI,11-11-2022,79000,3,5
S0024315,OnePlus Nord,North America,Online,Credit Card,07-03-2022,74000,3,5
S0024316,Samsung Galaxy,South America,Retail Store,UPI,05-11-2022,24000,1,1
S0024317,OnePlus Nord,North America,Retail Store,UPI,08-09-2022,32000,2,2
S0024318,Samsung Galaxy,Europe,Online,Credit Card,11-10-2023,54000,2,3
S0024319,Apple iPhone,Europe,Retail Store,UPI,29-04-2022,28000,1,2
S0024322,Apple iPhone,Africa,Retail Store,UPI,11-10-2023,27000,1,2
S0024323,Samsung Galaxy,South America,Retail Store,UPI,11-09-2022,76000,3,5
S0024324,Xiaomi (India),Asia,Online,Credit Card,31-05-2022,27000,1,2
S0024325,Apple iPhone,North America,Online,Credit Card,24-10-2023,79000,3,5
S0024326,Xiaomi (India),North America,Retail Store,UPI,29-01-2022,43000,2,3
S0024327,Xiaomi (India),Asia,Retail Store,UPI,06-12-2023,57000,2,4
S0024329,Realme,Asia,Online,Credit Card,25-10-2023,20000,1,1
S0024331,Apple iPhone,South America,Online,Credit Card,21-08-2023,20000,1,1
S0024334,Samsung Galaxy,North America,Online,Credit Card,19-10-2023,33000,2,2
S0024335,OnePlus Nord,North America,Online,Credit Card,31-05-2023,12000,1,0
S0024336,Samsung Galaxy,South America,Retail Store,UPI,27-10-2022,24000,1,1
S0024337,Samsung Galaxy,South America,Retail Store,UPI,15-12-2022,57000,2,4
S0024339,Xiaomi (India),Africa,Retail Store,UPI,13-04-2023,64000,3,4
S0024340,Realme,Europe,Retail Store,UPI,02-12-2023,28000,1,2
S0024341,OnePlus Nord,Asia,Retail Store,UPI,11-11-2022,33000,2,2
S0024343,Xiaomi (India),South America,Retail Store,Debit Card,03-01-2023,57000,2,4
S0024344,Apple iPhone,North America,Online,Net Banking,02-10-2023,55000,2,3
S0024345,Samsung Galaxy,Africa,Retail Store,UPI,31-01-2022,39000,2,2
S0024348,Realme,South America,Online,Credit Card,22-04-2022,85000,3,5
S0024349,Xiaomi (India),South America,Online,Credit Card,21-01-2022,43000,2,3
S0024350,Samsung Galaxy,Africa,Retail Store,UPI,12-11-2022,54000,2,3
S0024351,Samsung Galaxy,Europe,Retail Store,UPI,01-10-2022,64000,3,4
S0024352,Realme,Europe,Retail Store,UPI,20-04-2022,11000,1,0
S0024353,Xiaomi (India),South America,Retail Store,UPI,06-10-2023,76000,3,5
